Actor,Wiki Page,First winning film role or First nomination,Wining role URL,First Year,Last Year
Lee Remick,https://en.wikipedia.org/wiki/Lee_Remick,Days of Wine and Roses,https://en.wikipedia.org/wiki/Days_of_Wine_and_Roses_(film),1962,1962
Jeremy Renner,https://en.wikipedia.org/wiki/Jeremy_Renner,"Hurt Locker, The",https://en.wikipedia.org/wiki/The_Hurt_Locker,2009,2010
Anne Revere,https://en.wikipedia.org/wiki/Anne_Revere,National Velvet,https://en.wikipedia.org/wiki/National_Velvet_(film),1943,1947
Burt Reynolds,https://en.wikipedia.org/wiki/Burt_Reynolds,Boogie Nights,https://en.wikipedia.org/wiki/Boogie_Nights,1997,1997
Debbie Reynolds,https://en.wikipedia.org/wiki/Debbie_Reynolds,"Unsinkable Molly Brown, The",https://en.wikipedia.org/wiki/The_Unsinkable_Molly_Brown_(film),1964,1964
Beah Richards,https://en.wikipedia.org/wiki/Beah_Richards,Guess Who's Coming to Dinner,https://en.wikipedia.org/wiki/Guess_Who%27s_Coming_to_Dinner,1967,1967
Miranda Richardson,https://en.wikipedia.org/wiki/Miranda_Richardson,Tom & Viv,https://en.wikipedia.org/wiki/Tom_%26_Viv,1992,1994
Ralph Richardson,https://en.wikipedia.org/wiki/Ralph_Richardson,"Heiress, The",https://en.wikipedia.org/wiki/The_Heiress,1949,1984
Thelma Ritter,https://en.wikipedia.org/wiki/Thelma_Ritter,All About Eve,https://en.wikipedia.org/wiki/All_About_Eve,1950,1962
Emmanuelle Riva,https://en.wikipedia.org/wiki/Emmanuelle_Riva,Amour,https://en.wikipedia.org/wiki/Amour_(2012_film),2012,2012
Jason Robards,https://en.wikipedia.org/wiki/Jason_Robards,All the President's Men,https://en.wikipedia.org/wiki/All_the_President%27s_Men_(film),1976,1980
Margot Robbie,https://en.wikipedia.org/wiki/Margot_Robbie,"I, Tonya","https://en.wikipedia.org/wiki/I,_Tonya",2017,2019
Tim Robbins,https://en.wikipedia.org/wiki/Tim_Robbins,Mystic River,https://en.wikipedia.org/wiki/Mystic_River_(film),2003,2003
Eric Roberts,https://en.wikipedia.org/wiki/Eric_Roberts,Runaway Train,https://en.wikipedia.org/wiki/Runaway_Train_(film),1985,1985
Julia Roberts,https://en.wikipedia.org/wiki/Julia_Roberts,Erin Brockovich,https://en.wikipedia.org/wiki/Erin_Brockovich_(film),1989,2013
Rachel Roberts,https://en.wikipedia.org/wiki/Rachel_Roberts_(actress),This Sporting Life,https://en.wikipedia.org/wiki/This_Sporting_Life,1963,1963
Cliff Robertson,https://en.wikipedia.org/wiki/Cliff_Robertson,Charly,https://en.wikipedia.org/wiki/Charly,1968,1968
Flora Robson,https://en.wikipedia.org/wiki/Flora_Robson,Saratoga Trunk,https://en.wikipedia.org/wiki/Saratoga_Trunk,1946,1946
May Robson,https://en.wikipedia.org/wiki/May_Robson,Lady for a Day,https://en.wikipedia.org/wiki/Lady_for_a_Day,1933,1933
Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,"Three Billboards Outside Ebbing, Missouri","https://en.wikipedia.org/wiki/Three_Billboards_Outside_Ebbing,_Missouri",2017,2018
Ginger Rogers,https://en.wikipedia.org/wiki/Ginger_Rogers,Kitty Foyle,https://en.wikipedia.org/wiki/Kitty_Foyle_(film),1940,1940
Howard Rollins,https://en.wikipedia.org/wiki/Howard_Rollins,Ragtime,https://en.wikipedia.org/wiki/Ragtime_(film),1981,1981
Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan,Brooklyn,https://en.wikipedia.org/wiki/Brooklyn_(film),2007,2019
Mickey Rooney,https://en.wikipedia.org/wiki/Mickey_Rooney,Babes in Arms,https://en.wikipedia.org/wiki/Babes_in_Arms_(film),1939,1979
Diana Ross,https://en.wikipedia.org/wiki/Diana_Ross,Lady Sings the Blues,https://en.wikipedia.org/wiki/Lady_Sings_the_Blues_(film),1972,1972
Katharine Ross,https://en.wikipedia.org/wiki/Katharine_Ross,"Graduate, The",https://en.wikipedia.org/wiki/The_Graduate,1967,1967
Tim Roth,https://en.wikipedia.org/wiki/Tim_Roth,Rob Roy,https://en.wikipedia.org/wiki/Rob_Roy_(1995_film),1995,1995
Mickey Rourke,https://en.wikipedia.org/wiki/Mickey_Rourke,"Wrestler, The",https://en.wikipedia.org/wiki/The_Wrestler_(2008_film),2008,2008
Gena Rowlands,https://en.wikipedia.org/wiki/Gena_Rowlands,"Woman Under the Influence, A",https://en.wikipedia.org/wiki/A_Woman_Under_the_Influence,1974,1980
Mercedes Ruehl,https://en.wikipedia.org/wiki/Mercedes_Ruehl,"Fisher King, The",https://en.wikipedia.org/wiki/The_Fisher_King,1991,1991
Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo,"Kids Are All Right, The",https://en.wikipedia.org/wiki/The_Kids_Are_All_Right_(film),2010,2015
Geoffrey Rush,https://en.wikipedia.org/wiki/Geoffrey_Rush,Shine,https://en.wikipedia.org/wiki/Shine_(film),1996,2010
Harold Russell,https://en.wikipedia.org/wiki/Harold_Russell,"Best Years of Our Lives, The",https://en.wikipedia.org/wiki/The_Best_Years_of_Our_Lives,1946,1946
Rosalind Russell,https://en.wikipedia.org/wiki/Rosalind_Russell,My Sister Eileen,https://en.wikipedia.org/wiki/My_Sister_Eileen_(1942_film),1942,1958
Margaret Rutherford,https://en.wikipedia.org/wiki/Margaret_Rutherford,"V.I.P.s, The",https://en.wikipedia.org/wiki/The_V.I.P.s_(film),1963,1963
Amy Ryan,https://en.wikipedia.org/wiki/Amy_Ryan,Gone Baby Gone,https://en.wikipedia.org/wiki/Gone_Baby_Gone,2007,2007
Robert Ryan,https://en.wikipedia.org/wiki/Robert_Ryan,Crossfire,https://en.wikipedia.org/wiki/Crossfire_(film),1947,1947
Winona Ryder,https://en.wikipedia.org/wiki/Winona_Ryder,Little Women,https://en.wikipedia.org/wiki/Little_Women_(1994_film),1993,1994
Mark Rylance,https://en.wikipedia.org/wiki/Mark_Rylance,Bridge of Spies,https://en.wikipedia.org/wiki/Bridge_of_Spies_(film),2015,2015
Eva Marie Saint,https://en.wikipedia.org/wiki/Eva_Marie_Saint,On the Waterfront,https://en.wikipedia.org/wiki/On_the_Waterfront,1954,1954
George Sanders,https://en.wikipedia.org/wiki/George_Sanders,All About Eve,https://en.wikipedia.org/wiki/All_About_Eve,1950,1950
Catalina Sandino Moreno,https://en.wikipedia.org/wiki/Catalina_Sandino_Moreno,Maria Full of Grace,https://en.wikipedia.org/wiki/Maria_Full_of_Grace,2004,2004
Chris Sarandon,https://en.wikipedia.org/wiki/Chris_Sarandon,Dog Day Afternoon,https://en.wikipedia.org/wiki/Dog_Day_Afternoon,1975,1975
Susan Sarandon,https://en.wikipedia.org/wiki/Susan_Sarandon,Dead Man Walking,https://en.wikipedia.org/wiki/Dead_Man_Walking_(film),1981,1995
Telly Savalas,https://en.wikipedia.org/wiki/Telly_Savalas,Birdman of Alcatraz,https://en.wikipedia.org/wiki/Birdman_of_Alcatraz_(film),1962,1962
Diana Scarwid,https://en.wikipedia.org/wiki/Diana_Scarwid,Inside Moves,https://en.wikipedia.org/wiki/Inside_Moves,1980,1980
Roy Scheider,https://en.wikipedia.org/wiki/Roy_Scheider,All That Jazz,https://en.wikipedia.org/wiki/All_That_Jazz_(film),1971,1979
Maximilian Schell,https://en.wikipedia.org/wiki/Maximilian_Schell,Judgment at Nuremberg,https://en.wikipedia.org/wiki/Judgment_at_Nuremberg,1961,1977
Joseph Schildkraut,https://en.wikipedia.org/wiki/Joseph_Schildkraut,"Life of Emile Zola, The",https://en.wikipedia.org/wiki/The_Life_of_Emile_Zola,1937,1937
Paul Scofield,https://en.wikipedia.org/wiki/Paul_Scofield,"Man for All Seasons, A",https://en.wikipedia.org/wiki/A_Man_for_All_Seasons_(1966_film),1966,1994
George C. Scott,https://en.wikipedia.org/wiki/George_C._Scott,Patton,https://en.wikipedia.org/wiki/Patton_(film),1959,1971
Martha Scott,https://en.wikipedia.org/wiki/Martha_Scott,Our Town,https://en.wikipedia.org/wiki/Our_Town_(1940_film),1940,1940
Kristin Scott Thomas,https://en.wikipedia.org/wiki/Kristin_Scott_Thomas,"English Patient, The",https://en.wikipedia.org/wiki/The_English_Patient_(film),1996,1996
George Segal,https://en.wikipedia.org/wiki/George_Segal,Who's Afraid of Virginia Woolf?,https://en.wikipedia.org/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),1966,1966
Peter Sellers,https://en.wikipedia.org/wiki/Peter_Sellers,Dr. Strangelove,https://en.wikipedia.org/wiki/Dr._Strangelove,1964,1979
Chloë Sevigny,https://en.wikipedia.org/wiki/Chlo%C3%AB_Sevigny,Boys Don't Cry,https://en.wikipedia.org/wiki/Boys_Don%27t_Cry_(film),1999,1999
Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon,Revolutionary Road,https://en.wikipedia.org/wiki/Revolutionary_Road_(film),2008,2016
Omar Sharif,https://en.wikipedia.org/wiki/Omar_Sharif,Lawrence of Arabia,https://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film),1962,1962
Robert Shaw,https://en.wikipedia.org/wiki/Robert_Shaw_(actor),"Man for All Seasons, A",https://en.wikipedia.org/wiki/A_Man_for_All_Seasons_(1966_film),1966,1966
Norma Shearer,https://en.wikipedia.org/wiki/Norma_Shearer,"Divorcee, The",https://en.wikipedia.org/wiki/The_Divorcee,1930,1938
Sam Shepard,https://en.wikipedia.org/wiki/Sam_Shepard,"Right Stuff, The",https://en.wikipedia.org/wiki/The_Right_Stuff_(film),1983,1983
Talia Shire,https://en.wikipedia.org/wiki/Talia_Shire,Rocky,https://en.wikipedia.org/wiki/Rocky,1974,1976
Anne Shirley,https://en.wikipedia.org/wiki/Anne_Shirley_(actress),Stella Dallas,https://en.wikipedia.org/wiki/Stella_Dallas_(1937_film),1937,1937
Elisabeth Shue,https://en.wikipedia.org/wiki/Elisabeth_Shue,Leaving Las Vegas,https://en.wikipedia.org/wiki/Leaving_Las_Vegas,1995,1995
Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe,Precious,https://en.wikipedia.org/wiki/Precious_(film),2009,2009
Sylvia Sidney,https://en.wikipedia.org/wiki/Sylvia_Sidney,"Summer Wishes, Winter Dreams","https://en.wikipedia.org/wiki/Summer_Wishes,_Winter_Dreams",1973,1973
Simone Signoret,https://en.wikipedia.org/wiki/Simone_Signoret,Room at the Top,https://en.wikipedia.org/wiki/Room_at_the_Top_(1959_film),1959,1965
J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons,Whiplash,https://en.wikipedia.org/wiki/Whiplash_(2014_film),2014,2014
Jean Simmons,https://en.wikipedia.org/wiki/Jean_Simmons,"Happy Ending, The",https://en.wikipedia.org/wiki/The_Happy_Ending,1948,1969
Frank Sinatra,https://en.wikipedia.org/wiki/Frank_Sinatra,From Here to Eternity,https://en.wikipedia.org/wiki/From_Here_to_Eternity,1953,1955
Gary Sinise,https://en.wikipedia.org/wiki/Gary_Sinise,Forrest Gump,https://en.wikipedia.org/wiki/Forrest_Gump,1994,1994
Lilia Skala,https://en.wikipedia.org/wiki/Lilia_Skala,Lilies of the Field,https://en.wikipedia.org/wiki/Lilies_of_the_Field_(1963_film),1963,1963
Maggie Smith,https://en.wikipedia.org/wiki/Maggie_Smith,"Prime of Miss Jean Brodie, The",https://en.wikipedia.org/wiki/The_Prime_of_Miss_Jean_Brodie_(film),1965,2001
Will Smith,https://en.wikipedia.org/wiki/Will_Smith,Ali,https://en.wikipedia.org/wiki/Ali_(film),2001,2006
Carrie Snodgress,https://en.wikipedia.org/wiki/Carrie_Snodgress,Diary of a Mad Housewife,https://en.wikipedia.org/wiki/Diary_of_a_Mad_Housewife,1970,1970
Gale Sondergaard,https://en.wikipedia.org/wiki/Gale_Sondergaard,Anthony Adverse,https://en.wikipedia.org/wiki/Anthony_Adverse,1936,1946
Mira Sorvino,https://en.wikipedia.org/wiki/Mira_Sorvino,Mighty Aphrodite,https://en.wikipedia.org/wiki/Mighty_Aphrodite,1995,1995
Ann Sothern,https://en.wikipedia.org/wiki/Ann_Sothern,"Whales of August, The",https://en.wikipedia.org/wiki/The_Whales_of_August,1987,1987
Sissy Spacek,https://en.wikipedia.org/wiki/Sissy_Spacek,Coal Miner's Daughter,https://en.wikipedia.org/wiki/Coal_Miner%27s_Daughter_(film),1976,2001
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,American Beauty,https://en.wikipedia.org/wiki/American_Beauty_(1999_film),1995,1999
Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,"Help, The",https://en.wikipedia.org/wiki/The_Help_(film),2011,2017
June Squibb,https://en.wikipedia.org/wiki/June_Squibb,Nebraska,https://en.wikipedia.org/wiki/Nebraska_(film),2013,2013
Robert Stack,https://en.wikipedia.org/wiki/Robert_Stack,Written on the Wind,https://en.wikipedia.org/wiki/Written_on_the_Wind,1956,1956
Sylvester Stallone,https://en.wikipedia.org/wiki/Sylvester_Stallone,Rocky,https://en.wikipedia.org/wiki/Rocky,1976,2015
Terence Stamp,https://en.wikipedia.org/wiki/Terence_Stamp,Billy Budd,https://en.wikipedia.org/wiki/Billy_Budd_(film),1962,1962
Kim Stanley,https://en.wikipedia.org/wiki/Kim_Stanley,Séance on a Wet Afternoon,https://en.wikipedia.org/wiki/S%C3%A9ance_on_a_Wet_Afternoon,1964,1982
Barbara Stanwyck,https://en.wikipedia.org/wiki/Barbara_Stanwyck,Stella Dallas,https://en.wikipedia.org/wiki/Stella_Dallas_(1937_film),1937,1948
Maureen Stapleton,https://en.wikipedia.org/wiki/Maureen_Stapleton,Reds,https://en.wikipedia.org/wiki/Reds_(film),1958,1981
Imelda Staunton,https://en.wikipedia.org/wiki/Imelda_Staunton,Vera Drake,https://en.wikipedia.org/wiki/Vera_Drake,2004,2004
Mary Steenburgen,https://en.wikipedia.org/wiki/Mary_Steenburgen,Melvin and Howard,https://en.wikipedia.org/wiki/Melvin_and_Howard,1980,1980
Rod Steiger,https://en.wikipedia.org/wiki/Rod_Steiger,In the Heat of the Night,https://en.wikipedia.org/wiki/In_the_Heat_of_the_Night_(film),1954,1967
Hailee Steinfeld,https://en.wikipedia.org/wiki/Hailee_Steinfeld,True Grit,https://en.wikipedia.org/wiki/True_Grit_(2010_film),2010,2010
James Stephenson,https://en.wikipedia.org/wiki/James_Stephenson,"Letter, The",https://en.wikipedia.org/wiki/The_Letter_(1940_film),1940,1940
Jan Sterling,https://en.wikipedia.org/wiki/Jan_Sterling,"High and the Mighty, The",https://en.wikipedia.org/wiki/The_High_and_the_Mighty_(film),1954,1954
James Stewart,https://en.wikipedia.org/wiki/James_Stewart,"Philadelphia Story, The",https://en.wikipedia.org/wiki/The_Philadelphia_Story_(film),1939,1959
Dean Stockwell,https://en.wikipedia.org/wiki/Dean_Stockwell,Married to the Mob,https://en.wikipedia.org/wiki/Married_to_the_Mob,1988,1988
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,La La Land,https://en.wikipedia.org/wiki/La_La_Land_(film),2014,2018
Lewis Stone,https://en.wikipedia.org/wiki/Lewis_Stone,"Patriot, The",https://en.wikipedia.org/wiki/The_Patriot_(1928_film),1928,1928
Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone,Casino,https://en.wikipedia.org/wiki/Casino_(film),1995,1995
Beatrice Straight,https://en.wikipedia.org/wiki/Beatrice_Straight,Network,https://en.wikipedia.org/wiki/Network_(1976_film),1976,1976
Lee Strasberg,https://en.wikipedia.org/wiki/Lee_Strasberg,"Godfather Part II, The",https://en.wikipedia.org/wiki/The_Godfather_Part_II,1974,1974
David Strathairn,https://en.wikipedia.org/wiki/David_Strathairn,"Good Night, and Good Luck","https://en.wikipedia.org/wiki/Good_Night,_and_Good_Luck",2005,2005
Robert Strauss,https://en.wikipedia.org/wiki/Robert_Strauss_(actor),Stalag 17,https://en.wikipedia.org/wiki/Stalag_17,1953,1953
Meryl Streep,https://en.wikipedia.org/wiki/Meryl_Streep,Sophie's Choice,https://en.wikipedia.org/wiki/Sophie%27s_Choice_(film),1978,2017
Barbra Streisand,https://en.wikipedia.org/wiki/Barbra_Streisand,Funny Girl,https://en.wikipedia.org/wiki/Funny_Girl_(film),1968,1973
Erich von Stroheim,https://en.wikipedia.org/wiki/Erich_von_Stroheim,Sunset Boulevard,https://en.wikipedia.org/wiki/Sunset_Boulevard_(film),1950,1950
Gloria Stuart,https://en.wikipedia.org/wiki/Gloria_Stuart,Titanic,https://en.wikipedia.org/wiki/Titanic_(1997_film),1997,1997
Margaret Sullavan,https://en.wikipedia.org/wiki/Margaret_Sullavan,Three Comrades,https://en.wikipedia.org/wiki/Three_Comrades_(1938_film),1938,1938
Janet Suzman,https://en.wikipedia.org/wiki/Janet_Suzman,Nicholas and Alexandra,https://en.wikipedia.org/wiki/Nicholas_and_Alexandra,1971,1971
Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank,Boys Don't Cry,https://en.wikipedia.org/wiki/Boys_Don%27t_Cry_(film),1999,2004
Gloria Swanson,https://en.wikipedia.org/wiki/Gloria_Swanson,Sadie Thompson,https://en.wikipedia.org/wiki/Sadie_Thompson,1928,1950
Tilda Swinton,https://en.wikipedia.org/wiki/Tilda_Swinton,Michael Clayton,https://en.wikipedia.org/wiki/Michael_Clayton_(film),2007,2007
Russ Tamblyn,https://en.wikipedia.org/wiki/Russ_Tamblyn,Peyton Place,https://en.wikipedia.org/wiki/Peyton_Place_(film),1957,1957
Akim Tamiroff,https://en.wikipedia.org/wiki/Akim_Tamiroff,"General Died at Dawn, The",https://en.wikipedia.org/wiki/The_General_Died_at_Dawn,1936,1943
Jessica Tandy,https://en.wikipedia.org/wiki/Jessica_Tandy,Driving Miss Daisy,https://en.wikipedia.org/wiki/Driving_Miss_Daisy,1989,1991
Elizabeth Taylor,https://en.wikipedia.org/wiki/Elizabeth_Taylor,BUtterfield 8,https://en.wikipedia.org/wiki/BUtterfield_8,1957,1966
Charlize Theron,https://en.wikipedia.org/wiki/Charlize_Theron,Monster,https://en.wikipedia.org/wiki/Monster_(2003_film),2003,2019
Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson,Howards End,https://en.wikipedia.org/wiki/Howards_End_(film),1992,1995
Billy Bob Thornton,https://en.wikipedia.org/wiki/Billy_Bob_Thornton,Sling Blade,https://en.wikipedia.org/wiki/Sling_Blade_(film),1996,1998
Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman,Pulp Fiction,https://en.wikipedia.org/wiki/Pulp_Fiction,1994,1994
Lawrence Tibbett,https://en.wikipedia.org/wiki/Lawrence_Tibbett,"Rogue Song, The",https://en.wikipedia.org/wiki/The_Rogue_Song,1930,1930
Gene Tierney,https://en.wikipedia.org/wiki/Gene_Tierney,Leave Her to Heaven,https://en.wikipedia.org/wiki/Leave_Her_to_Heaven,1945,1945
Jennifer Tilly,https://en.wikipedia.org/wiki/Jennifer_Tilly,Bullets over Broadway,https://en.wikipedia.org/wiki/Bullets_over_Broadway,1994,1994
Meg Tilly,https://en.wikipedia.org/wiki/Meg_Tilly,Agnes of God,https://en.wikipedia.org/wiki/Agnes_of_God_(film),1985,1985
Richard Todd,https://en.wikipedia.org/wiki/Richard_Todd,"Hasty Heart, The",https://en.wikipedia.org/wiki/The_Hasty_Heart,1949,1949
Marisa Tomei,https://en.wikipedia.org/wiki/Marisa_Tomei,My Cousin Vinny,https://en.wikipedia.org/wiki/My_Cousin_Vinny,1992,2008
Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,Nashville,https://en.wikipedia.org/wiki/Nashville_(film),1975,1975
Franchot Tone,https://en.wikipedia.org/wiki/Franchot_Tone,Mutiny on the Bounty,https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1935_film),1935,1935
Topol,https://en.wikipedia.org/wiki/Chaim_Topol,Fiddler on the Roof,https://en.wikipedia.org/wiki/Fiddler_on_the_Roof_(film),1971,1971
Rip Torn,https://en.wikipedia.org/wiki/Rip_Torn,Cross Creek,https://en.wikipedia.org/wiki/Cross_Creek_(film),1983,1983
Lee Tracy,https://en.wikipedia.org/wiki/Lee_Tracy,"Best Man, The",https://en.wikipedia.org/wiki/The_Best_Man_(1964_film),1964,1964
Spencer Tracy,https://en.wikipedia.org/wiki/Spencer_Tracy,Captains Courageous,https://en.wikipedia.org/wiki/Captains_Courageous_(1937_film),1936,1967
Henry Travers,https://en.wikipedia.org/wiki/Henry_Travers,Mrs. Miniver,https://en.wikipedia.org/wiki/Mrs._Miniver,1942,1942
John Travolta,https://en.wikipedia.org/wiki/John_Travolta,Saturday Night Fever,https://en.wikipedia.org/wiki/Saturday_Night_Fever,1977,1994
Claire Trevor,https://en.wikipedia.org/wiki/Claire_Trevor,Key Largo,https://en.wikipedia.org/wiki/Key_Largo_(film),1937,1954
Massimo Troisi,https://en.wikipedia.org/wiki/Massimo_Troisi,"Postman, The",https://en.wikipedia.org/wiki/Il_Postino:_The_Postman,1995,1995
Stanley Tucci,https://en.wikipedia.org/wiki/Stanley_Tucci,"Lovely Bones, The",https://en.wikipedia.org/wiki/The_Lovely_Bones_(film),2009,2009
Tom Tully,https://en.wikipedia.org/wiki/Tom_Tully,"Caine Mutiny, The",https://en.wikipedia.org/wiki/The_Caine_Mutiny_(film),1954,1954
Kathleen Turner,https://en.wikipedia.org/wiki/Kathleen_Turner,Peggy Sue Got Married,https://en.wikipedia.org/wiki/Peggy_Sue_Got_Married,1986,1986
Lana Turner,https://en.wikipedia.org/wiki/Lana_Turner,Peyton Place,https://en.wikipedia.org/wiki/Peyton_Place_(film),1957,1957
Susan Tyrrell,https://en.wikipedia.org/wiki/Susan_Tyrrell,Fat City,https://en.wikipedia.org/wiki/Fat_City_(film),1972,1972
Cicely Tyson,https://en.wikipedia.org/wiki/Cicely_Tyson,Sounder,https://en.wikipedia.org/wiki/Sounder_(film),1972,1972
Liv Ullmann,https://en.wikipedia.org/wiki/Liv_Ullmann,"Emigrants, The",https://en.wikipedia.org/wiki/The_Emigrants_(film),1972,1976
Miyoshi Umeki,https://en.wikipedia.org/wiki/Miyoshi_Umeki,Sayonara,https://en.wikipedia.org/wiki/Sayonara,1957,1957
Mary Ure,https://en.wikipedia.org/wiki/Mary_Ure,Sons and Lovers,https://en.wikipedia.org/wiki/Sons_and_Lovers_(film),1960,1960
Peter Ustinov,https://en.wikipedia.org/wiki/Peter_Ustinov,Spartacus,https://en.wikipedia.org/wiki/Spartacus_(film),1951,1964
Brenda Vaccaro,https://en.wikipedia.org/wiki/Brenda_Vaccaro,Once Is Not Enough,https://en.wikipedia.org/wiki/Jacqueline_Susann%27s_Once_Is_Not_Enough_(film),1975,1975
Jo Van Fleet,https://en.wikipedia.org/wiki/Jo_Van_Fleet,East of Eden,https://en.wikipedia.org/wiki/East_of_Eden_(film),1955,1955
Diane Varsi,https://en.wikipedia.org/wiki/Diane_Varsi,Peyton Place,https://en.wikipedia.org/wiki/Peyton_Place_(film),1957,1957
Robert Vaughn,https://en.wikipedia.org/wiki/Robert_Vaughn,"Young Philadelphians, The",https://en.wikipedia.org/wiki/The_Young_Philadelphians,1959,1959
Alicia Vikander,https://en.wikipedia.org/wiki/Alicia_Vikander,"Danish Girl, The",https://en.wikipedia.org/wiki/The_Danish_Girl_(film),2015,2015
Jon Voight,https://en.wikipedia.org/wiki/Jon_Voight,Coming Home,https://en.wikipedia.org/wiki/Coming_Home_(1978_film),1969,2001
Max von Sydow,https://en.wikipedia.org/wiki/Max_von_Sydow,Pelle the Conqueror,https://en.wikipedia.org/wiki/Pelle_the_Conqueror,1988,2011
Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,"Departed, The",https://en.wikipedia.org/wiki/The_Departed,2006,2006
Christopher Walken,https://en.wikipedia.org/wiki/Christopher_Walken,"Deer Hunter, The",https://en.wikipedia.org/wiki/The_Deer_Hunter,1978,2002
Quvenzhané Wallis,https://en.wikipedia.org/wiki/Quvenzhan%C3%A9_Wallis,Beasts of the Southern Wild,https://en.wikipedia.org/wiki/Beasts_of_the_Southern_Wild,2012,2012
Julie Walters,https://en.wikipedia.org/wiki/Julie_Walters,Educating Rita,https://en.wikipedia.org/wiki/Educating_Rita_(film),1983,2000
Christoph Waltz,https://en.wikipedia.org/wiki/Christoph_Waltz,Inglourious Basterds,https://en.wikipedia.org/wiki/Inglourious_Basterds,2009,2012
Jack Warden,https://en.wikipedia.org/wiki/Jack_Warden,Shampoo,https://en.wikipedia.org/wiki/Shampoo_(film),1975,1978
H. B. Warner,https://en.wikipedia.org/wiki/H._B._Warner,Lost Horizon,https://en.wikipedia.org/wiki/Lost_Horizon_(1937_film),1937,1937
Lesley Ann Warren,https://en.wikipedia.org/wiki/Lesley_Ann_Warren,Victor/Victoria,https://en.wikipedia.org/wiki/Victor/Victoria,1982,1982
Denzel Washington,https://en.wikipedia.org/wiki/Denzel_Washington,Training Day,https://en.wikipedia.org/wiki/Training_Day,1987,2017
Ken Watanabe,https://en.wikipedia.org/wiki/Ken_Watanabe,"Last Samurai, The",https://en.wikipedia.org/wiki/The_Last_Samurai,2003,2003
Ethel Waters,https://en.wikipedia.org/wiki/Ethel_Waters,Pinky,https://en.wikipedia.org/wiki/Pinky_(film),1949,1949
Sam Waterston,https://en.wikipedia.org/wiki/Sam_Waterston,"Killing Fields, The",https://en.wikipedia.org/wiki/The_Killing_Fields_(film),1984,1984
Emily Watson,https://en.wikipedia.org/wiki/Emily_Watson,Breaking the Waves,https://en.wikipedia.org/wiki/Breaking_the_Waves,1996,1998
Lucile Watson,https://en.wikipedia.org/wiki/Lucile_Watson,Watch on the Rhine,https://en.wikipedia.org/wiki/Watch_on_the_Rhine,1943,1943
Naomi Watts,https://en.wikipedia.org/wiki/Naomi_Watts,21 Grams,https://en.wikipedia.org/wiki/21_Grams,2003,2012
John Wayne,https://en.wikipedia.org/wiki/John_Wayne,True Grit,https://en.wikipedia.org/wiki/True_Grit_(1969_film),1949,1969
Jacki Weaver,https://en.wikipedia.org/wiki/Jacki_Weaver,Animal Kingdom,https://en.wikipedia.org/wiki/Animal_Kingdom_(film),2010,2012
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,Aliens,https://en.wikipedia.org/wiki/Aliens_(film),1986,1988
Clifton Webb,https://en.wikipedia.org/wiki/Clifton_Webb,Sitting Pretty,https://en.wikipedia.org/wiki/Sitting_Pretty_(1948_film),1944,1948
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz,"Constant Gardener, The",https://en.wikipedia.org/wiki/The_Constant_Gardener_(film),2005,2018
Tuesday Weld,https://en.wikipedia.org/wiki/Tuesday_Weld,Looking for Mr. Goodbar,https://en.wikipedia.org/wiki/Looking_for_Mr._Goodbar_(film),1977,1977
Orson Welles,https://en.wikipedia.org/wiki/Orson_Welles,Citizen Kane,https://en.wikipedia.org/wiki/Citizen_Kane,1941,1941
Oskar Werner,https://en.wikipedia.org/wiki/Oskar_Werner,Ship of Fools,https://en.wikipedia.org/wiki/Ship_of_Fools_(film),1965,1965
Forest Whitaker,https://en.wikipedia.org/wiki/Forest_Whitaker,"Last King of Scotland, The",https://en.wikipedia.org/wiki/The_Last_King_of_Scotland_(film),2006,2006
Stuart Whitman,https://en.wikipedia.org/wiki/Stuart_Whitman,"Mark, The",https://en.wikipedia.org/wiki/The_Mark_(1961_film),1961,1961
James Whitmore,https://en.wikipedia.org/wiki/James_Whitmore,"Give 'em Hell, Harry!","https://en.wikipedia.org/wiki/Give_%27em_Hell,_Harry!",1949,1975
May Whitty,https://en.wikipedia.org/wiki/May_Whitty,Night Must Fall,https://en.wikipedia.org/wiki/Night_Must_Fall_(1937_film),1937,1942
